,nearest_farm
1355,8220.459179206584
1356,16665.009608069024
1357,8280.525505450241
1358,12067.332014120444
1359,19326.234205899345
1360,15371.797859813027
1361,7584.441380892713
1362,12248.693924635352
1363,18874.352349550474
1364,17846.907000876407
1365,20298.8792228452
1366,16854.537970817477
1367,2862.781567798525
1368,16711.430913436245
1369,3900.1086961958304
1370,14190.92957490538
1371,9617.080553625414
1372,17429.222589238023
1373,16013.184388102478
1374,10841.946216529002
1375,10735.959839616957
1376,14571.684390098866
1377,15132.613741581208
1378,15317.09227122885
1379,12456.260406258423
1380,16853.747808164353
1381,13348.51612813342
1382,16292.87494691787
1383,8576.614340972159
1384,15834.333287649517
1385,5003.533295845928
1386,17170.07875222022
1387,16875.97493359714
1388,17461.29027981231
1389,14217.878102481836
1390,10962.064086330956
1391,8601.033027852893
1392,19959.164154189108
1393,11579.253410699885
1394,8009.814918454678
1395,18084.311245473033
1396,12483.704648592193
1397,11681.92161494468
1398,12732.005374283794
1399,16953.5228191904
1400,10539.739278747336
1401,3458.2687269659405
1402,6382.882751315305
1403,13668.989754105804
1404,15581.886167372199
1405,10060.714093565728
1406,18051.185792099343
1407,13528.806574067761
1408,6360.356588400052
1409,9856.227973945031
1410,17840.84629586778
1411,13922.163392649372
1412,17234.502340742874
1413,12497.498295604842
1414,12167.017413607417
1415,17841.245538239637
1416,6582.737651837302
1417,17381.043324325212
1418,18514.292218219798
1419,9455.02463869151
1420,13850.149782886087
1421,15129.125258011121
1422,7002.496456565204
1423,3398.3272077277247
1424,13097.944090712275
1425,15857.311773081228
1426,17192.253003899586
1427,9477.492916607614
1428,8633.060788191007
1429,10463.3128052146
1430,6786.027675440958
1431,13029.557490901996
1432,13391.44126255187
1433,4570.511333659651
1434,8722.749520142825
1435,13066.784591589312
1436,16780.852612214185
1437,16411.443719592597
1438,1545.2044953946636
1439,14270.255371959433
1440,6789.3351006088205
1441,15307.853897898753
1442,15791.329197289391
1443,13884.856605567367
1444,6791.722785472906
1445,4206.205141161785
1446,17603.696390604113
1447,4359.462357462684
1448,15004.175915451604
1449,3939.2656749029807
1450,14907.33681941063
1451,9388.359066170673
1452,8886.965869916054
1453,13782.318895168011
1454,14820.49037020191
1455,11210.61943125301
1456,8121.828487619036
1457,9598.148456550543
1458,13902.355430341357
1459,12188.908885164417
1460,18648.816855440215
1461,605.5651195402578
1462,16382.649116663419
1463,18556.493048175922
1464,14811.933380090446
1465,16387.880174358892
1466,17494.820997446688
1467,16535.29892993858
1468,16382.649116663419
1469,12237.079913810845
1470,13013.93581316598
1471,5069.104372695908
1472,1494.0381284667649
1473,17033.676835482573
1474,3426.7754932614994
1475,7486.793933775706
1476,15650.363820645229
1477,16911.081798611103
1478,9811.975269964429
1479,8598.803578083955
1480,16998.20464294098
1481,17429.92352668926
1482,11027.224072834157
1483,8128.498148787785
1484,9484.910370742762
1485,17347.03522884353
1486,17425.66267258842
1487,16784.344722159723
1488,15256.725323625169
1489,18630.060701978247
1490,11933.816269660749
1491,13957.844819184302
1492,4697.41758975223
1493,9250.469082900623
1494,10522.57138229198
1495,12385.537353436313
1496,17402.484110465393
1497,15396.827426802285
1498,10181.146634306428
1499,6969.021299440343
1500,20767.685936826205
1501,2194.479114300314
1502,9564.927907910036
1503,16893.343097649155
1504,13644.548422727643
1505,5630.661362982287
1506,7509.235842607151
1507,9502.358910895082
1508,9578.517134467396
1509,10260.387763203527
1510,16108.537547606464
1511,12842.387355610048
1512,18050.896455453138
1513,13152.527999229547
1514,18800.14781525394
1515,13710.842196734264
1516,6484.661565661558
1517,16744.358089729445
1518,11946.79679641496
1519,4557.636364765156
1520,17279.73431250639
1521,13081.605343680907
1522,18219.23610377117
1523,12852.674053568815
1524,17568.372545020444
1525,2997.142122831112
1526,16380.321581731876
1527,16380.321581731876
1528,12667.324397613662
1529,19351.49005926275
1530,10766.919639040381
1531,10661.008403963704
1532,11049.46952335751
1533,16382.649116663419
1534,12016.977233587317
1535,1540.204517291223
1536,17373.53004295773
1537,9142.849239297233
1538,2691.0884520688583
1539,16565.503264569732
1540,6976.7328706485605
1541,17577.682182329623
1542,11920.681220565633
1543,9724.668946431882
1544,5664.641515626056
1545,13471.412368623369
1546,18178.531300073846
1547,4164.170381006261
1548,16999.0100756255
1549,18328.492548658145
1550,14541.575188543977
1551,7943.341480079882
1552,19008.41227140191
1553,18187.134075360977
1554,18050.3491726155
1555,17366.193299889732
1556,18448.762816487513
1557,11471.106601879226
1558,18165.099110995117
1559,7182.383429466869
1560,20148.57376206761
1561,8229.69886469277
1562,17536.91918326351
1563,7810.807662014692
1564,7810.807662014692
1565,12366.437154667989
1566,20857.45449599217
1567,14186.51789495428
1568,15484.735038825213
1569,18217.356466801695
1570,14284.25222716729
1571,11860.459990383257
1572,12826.774005280464
1573,16403.479983382065
1574,15221.76646448732
1575,14200.58611920297
1576,15441.966590782076
1577,6391.13663520198
1578,15452.403193086073
1579,15427.954694485963
1580,15525.81084597809
1581,6785.291815560807
1582,16419.85098449981
1583,11322.529795774552
1584,16202.856186364976
1585,3079.482717420288
1586,6718.329188839842
1587,12322.900431870163
1588,9736.17214275918
1589,13293.682978923203
1590,8636.491874088204
1591,16105.055877833804
1592,7229.4160426356775
1593,8912.787072604988
1594,12512.909066018494
1595,12936.579084216974
1596,15104.254615890186
1597,11751.609376250906
1598,18156.803897713882
1599,7921.825198908706
1600,16347.372238383832
1601,9693.997987835022
1602,16930.386642298865
1603,17634.446366945223
1604,14327.14497280734
1605,18097.696551280602
1606,7805.527263133511
1607,13292.009668188457
1608,20776.841288668373
1609,17956.859410222653
1610,17245.356166421614
1611,13248.612311438088
1612,6203.091797954258
1613,9493.497117609673
1614,19395.011090742173
1615,10970.759245346822
1616,9525.576743707448
1617,15683.86544493365
1618,17966.59700873959
1619,13938.05152618482
1620,20901.181085476423
1621,5570.986136033636
1622,14232.707095826263
1623,15485.908286456242
1624,17354.494730227918
1625,15484.735038825213
1626,15870.173179018715
1627,18848.078771730296
1628,17590.099929773314
1629,11687.856361038665
1630,15970.133768328968
1631,7251.583571897267
1632,13166.909259358483
1633,19843.05486242721
1634,13489.38626347563
1635,17459.116820594907
1636,9207.016278885376
1637,11447.782444991431
1638,19699.1235793436
1639,17130.912928439193
1640,8841.356228825152
1641,9502.358910895082
1642,9393.787212649706
1643,15141.650646671702
1644,2088.564514126088
1645,4321.16741476423
1646,18862.31375252203
1647,13756.798434201064
1648,13897.234140898643
1649,2088.564514126088
1650,4547.762978416139
1651,11890.46441477701
1652,17899.984387209006
1653,11437.179535600555
1654,12182.509468764794
1655,11572.688398345277
1656,6211.016978858364
1657,13060.718052210917
1658,8765.271963421234
1659,2876.4975560537296
1660,11874.610942534551
1661,15144.548100889922
1662,18353.192773062714
1663,1243.417375984794
1664,12090.146869855726
1665,20728.44584759805
1666,17958.72141534717
1667,10442.789206470134
1668,19835.121695603026
1669,11783.007870337406
1670,21252.218733503672
1671,2518.414854432088
1672,9829.568472651568
1673,15367.662521709775
1674,8927.616206700648
1675,17102.966381226175
1676,16274.734536457248
1677,5919.33830131588
1678,10365.819632363608
1679,7356.894928438865
1680,18932.196153367426
1681,10776.32212264399
1682,20375.369914031
1683,7483.227489201434
1684,16162.77047858128
1685,17036.119564062865
1686,8517.192786178675
1687,4896.475546042309
1688,17437.645563898404
1689,20124.510901717385
1690,11436.556691800624
1691,8957.2531620505
1692,11640.656924022021
1693,10079.874064885455
1694,7972.768463948952
1695,17704.993129654078
1696,16866.671418162183
1697,1672.7707109555874
1698,10885.271640147146
1699,13244.232366565326
1700,10718.93509991921
1701,16414.897821611656
1702,16058.678294514739
1703,10777.698679855202
1704,13405.827898617305
1705,15720.659985696218
1706,869.5748296480122
1707,16554.460943368944
1708,18995.416635603626
1709,8057.380749894528
1710,11824.557563152197
1711,13125.440576582012
1712,7344.35697904399
1713,20007.498522062986
1714,1773.6395807311135
1715,15163.411593280021
1716,7890.404608742659
1717,16754.31732024426
1718,8483.737233622564
1719,14886.251808481838
1720,16730.78120554085
1721,1420.019887468659
1722,21362.787092343726
1723,6947.539359283643
1724,9550.575890521046
1725,17026.661044048422
1726,17655.42846844054
1727,5472.9741834376555
1728,5488.5412257493035
1729,6768.805996068114
1730,11395.731543839796
1731,18528.835632087328
1732,8137.284878005
1733,2828.4900754939617
1734,13138.988722311627
1735,16347.656571938356
1736,6308.681528397826
1737,14321.424690410005
1738,18927.842410743226
1739,14365.371254546235
1740,18216.48798581115
1741,16784.03856228704
1742,8509.121775722238
1743,15687.419178347553
1744,5587.662581887911
1745,4221.835578242857
1746,11363.743951053224
1747,15104.870887209945
1748,4016.201791474542
1749,1298.0341056344203
1750,14319.201509066517
1751,11918.249406934183
1752,1243.417375984794
1753,15864.462429875031
1754,19172.987988535533
1755,14710.727813183135
1756,8219.881722188564
1757,1281.0215018397923
1758,13615.04063035215
1759,16512.30552747803
1760,16896.48356273036
1761,15088.91296614252
1762,11728.02784834414
1763,8480.636956187634
1764,7027.116131490139
1765,13832.896426364887
1766,12659.405358670818
1767,993.885463317742
1768,18736.871392370187
1769,9687.039722880434
1770,9098.385468599026
1771,10738.417505655892
1772,3562.3699695581026
1773,17671.641626405955
1774,18415.877731692373
1775,15581.886167372199
1776,12338.024230122419
1777,12542.773059728484
1778,8113.657691815286
1779,17889.892837792304
1780,12542.773059728484
1781,18412.03435280179
1782,19154.555949656322
1783,16029.607162705548
1784,11237.830165798929
1785,7107.670115596967
1786,13010.911564009808
1787,16290.162697125168
1788,20050.79467728574
1789,12486.756270950507
1790,6776.084403189577
1791,14546.417457522288
1792,15666.397648818123
1793,21569.80507679643
1794,15666.397648818123
1795,4089.772110360552
1796,13511.445476849749
1797,4958.482849373815
1798,1046.3317762228244
1799,10246.52400072007
1800,15375.465573917034
1801,19761.831468391418
1802,16208.67132009759
1803,12502.282707983706
1804,8041.498124142658
1805,16669.17060770538
1806,14984.313700381408
1807,3867.7773991471686
1808,14311.500259115523
1809,15320.278971426518
1810,7935.120049689618
1811,13661.75594775678
1812,18365.744859451013
1813,10443.044872615783
1814,15207.882359485666
1815,16215.568621546156
1816,5578.470313161958
1817,9604.858319768975
1818,18754.19336526548
1819,17661.94360305105
1820,18423.49337282893
1821,18020.75640633971
1822,18171.584410888696
1823,17979.947366764696
1824,18621.05494425237
1825,14562.519551969306
1826,15490.542322112682
1827,5672.464589044501
1828,13314.43802881761
1829,11278.470000984154
1830,18116.66629291812
1831,11520.813271003786
1832,10949.45746434409
1833,21819.723257297097
1834,16992.4464144665
1835,8230.758871142345
1836,4011.2104742740935
1837,13243.156397690711
1838,14512.558955579627
1839,9078.187400555531
1840,13285.434263230405
1841,15655.397032231267
1842,5055.7806297209745
1843,16165.96938427102
1844,16911.451648934297
1845,12280.179751752103
1846,18771.753430135577
1847,18981.9468839512
1848,16185.35138422475
1849,11544.627246092738
1850,11557.015342851078
1851,10567.85032926413
1852,2799.129234316925
1853,15239.070476577883
1854,5069.104372695908
1855,10074.639132334101
1856,13761.922717302486
1857,5062.9040438046195
1858,19056.450360775383
1859,13708.164272339232
1860,10879.311653656125
1861,17352.586606044664
1862,3551.3060247202297
1863,803.5008120795592
1864,9650.112365358875
1865,12153.889731039906
1866,13436.00448535886
1867,12837.04030283914
1868,18822.728582040363
1869,5843.358369722977
1870,4697.552206489929
1871,4391.852845604834
1872,1168.3356905436394
1873,17506.261175587046
1874,18300.10664838228
1875,8223.080739320429
1876,14839.354303639413
1877,16744.442324998294
1878,16467.97681211682
1879,19609.180984377843
1880,14974.464339420469
1881,18547.44957758694
1882,7123.593620715496
1883,2820.913551216469
1884,7709.59079505917
1885,18533.53586445648
1886,5768.219118026741
1887,12169.056045860465
1888,7626.617058245601
1889,14447.697240498805
1890,15440.489883504273
1891,9655.167354622467
1892,6913.586588725806
1893,8479.54424768788
1894,14837.618409506662
1895,8203.878901209455
1896,8203.878901209455
1897,7322.872709831462
1898,12217.834439380673
1899,1350.245969038077
1900,10112.044120911041
1901,18873.047412284635
1902,14298.67864533436
1903,15012.207147877272
1904,18027.034176594672
1905,8022.268537764731
1906,11602.59981765058
1907,8055.71508961583
1908,11863.300836049362
1909,10773.564490303324
1910,7154.000389620721
1911,17021.10873090581
1912,15509.568730683632
1913,17021.862176555664
1914,12900.20197182174
1915,12918.97040982659
1916,13604.687038016958
1917,3142.0939923409437
1918,10211.876929506358
1919,15170.768513537416
1920,10555.973639508555
1921,14282.44900776244
1922,10800.469292687718
1923,17443.489440748144
1924,2853.5491549445405
1925,10436.31580617738
1926,7342.682541248447
1927,16247.520669925445
1928,13575.534994560165
1929,16037.692099031163
1930,8011.959203404075
1931,10681.754942951875
1932,7015.376226579281
1933,8477.998044736467
1934,18344.257137281857
1935,5564.574841746226
1936,17542.38988241384
1937,5819.905905245268
1938,17794.023717469114
1939,1285.200887398179
1940,4096.105095692466
1941,15943.185365171248
1942,8092.916783253112
1943,17446.92362959014
1944,17255.574476539852
1945,4948.482933414503
1946,13935.691494496949
1947,12118.364526347083
1948,16107.355203472916
1949,17317.3632918953
1950,12581.286905369045
1951,15901.645927481102
1952,444.9345941116528
1953,16358.694584660254
1954,7812.897252990471
1955,12634.489424188767
1956,18292.27921533263
1957,16796.98731634906
1958,5732.481940561582
1959,7485.961899201146
1960,13383.990665878648
1961,19184.143634731394
1962,2748.89722483028
1963,8968.105448244138
1964,19257.769688569864
1965,19279.984709995668
1966,10082.153512576468
1967,7944.182911188353
1968,16936.23989358022
1969,10278.967795776469
1970,16043.328031895348
1971,2062.486546749269
1972,17317.093358097576
1973,3296.328772603124
1974,17662.239190735796
1975,6552.560003314406
1976,19089.269645754957
1977,9648.66116916934
1978,12308.157358441478
1979,9699.233838298209
1980,9583.817607075738
1981,12002.082846278308
1982,19682.09684216713
1983,11573.713133842364
1984,19384.916249310507
1985,17301.76159561211
1986,3012.148942947877
1987,2592.0892626284576
1988,16657.96947235994
1989,13021.35214085571
1990,17615.76328240112
1991,11203.45550197483
1992,19895.89764780587
1993,8062.668212003995
1994,17833.856385897085
1995,10879.311653656125
1996,13590.846417204397
1997,4231.298140781729
1998,3770.191373286083
1999,9089.017861020293
2000,11708.730584068451
2001,16037.747643803932
2002,7495.483549433462
2003,4813.099567122326
2004,7664.298444235713
2005,16273.7468049365
2006,12605.355266221723
2007,14586.103137859505
2008,17968.988504250337
2009,10469.27072146072
2010,6184.6526054362885
2011,6550.843639174765
2012,12241.61180859373
2013,15581.886167372199
2014,19324.337023998476
2015,10829.863941460071
2016,17450.755017635474
2017,11467.528478430791
2018,12421.33819341863
2019,6221.694613035642
2020,12224.34549498549
2021,16087.303461264288
2022,10956.274304597811
2023,5975.326202760995
2024,13007.491430609509
2025,11625.718431513254
2026,3956.31022982632
2027,10580.522468323643
2028,10358.224545415838
2029,15531.877854261402
2030,13204.149262570843
2031,16595.84717668886
2032,17789.37991053301
2033,18345.74186824299
2034,17290.161681935795
2035,15280.615919887614
2036,2417.6355398488204
2037,15735.98134531637
2038,10094.560214113257
2039,15697.619215021596
2040,17378.48525253435
2041,5940.273668935773
2042,7090.525447209767
2043,17486.015863692446
2044,7400.784955341892
2045,19237.771281243495
2046,334.8038395273229
2047,13499.716300763926
2048,19070.642576928785
2049,12848.96742702578
2050,19073.45603966211
2051,13193.574688641711
2052,12985.394340777111
2053,7230.2341914294075
2054,17783.63386516791
2055,14829.989668678196
2056,11940.493635775807
2057,19851.62607485465
2058,19217.61438632486
2059,18692.45158609459
2060,1959.9811119619192
2061,17773.368027675657
2062,17899.095664269054
2063,6959.275477360691
2064,12714.767682552954
2065,17803.944761485593
2066,15938.444677116871
2067,7559.726465557877
2068,12030.65906556978
2069,6634.575012598432
2070,11456.773894372032
2071,11150.34721254359
2072,7832.444667873227
2073,3732.2891696240067
2074,15954.117626178817
2075,6268.780563137619
2076,17771.254453912225
2077,10149.86057618685
2078,13009.150109007805
2079,2568.6132343639238
2080,11670.211072660972
2081,11049.46952335751
2082,20115.601406100337
2083,14330.267134400257
2084,13250.539625462667
2085,19103.667815533914
2086,1166.4895525945615
2087,12875.391092655538
2088,13525.02634364282
2089,10200.494334725963
2090,13595.622271620376
2091,7898.030486356591
2092,13417.951743532212
2093,5244.5956267373285
2094,20313.165478497238
2095,15466.853974729569
2096,13169.706674875148
2097,19270.63149546556
2098,8585.105857741559
2099,8550.633978237527
2100,11889.368027427681
2101,17928.81103936255
2102,5819.26155357029
2103,21728.9552421877
2104,18141.26131936855
2105,14010.680276705127
2106,13790.607563394107
2107,17530.103671388686
2108,14781.630539760252
2109,17388.716535619777
2110,5805.9627355069215
2111,15118.334752705727
2112,3855.9986236472955
2113,10043.85046392551
2114,1667.0533765625462
2115,15072.046008832416
2116,14408.85897951541
2117,3897.201197515076
2118,19074.093935763976
2119,11777.864662256039
2120,15904.75786028162
2121,18812.59446289301
2122,10817.6081595069
2123,12005.857977238958
2124,17758.29406135794
2125,10623.788779691717
2126,4062.7681564510426
2127,15983.620085921812
2128,15437.851893535022
2129,19300.967097786124
2130,18234.924437691938
2131,11244.076636882613
2132,17940.70414134605
2133,3161.008568175102
2134,14161.134033484997
2135,9967.4080550015
2136,17731.306978328805
2137,6371.703002632533
2138,17740.918773848054
2139,6398.282632282003
2140,7125.3451900012315
2141,8701.1392418331
2142,14299.031734399341
2143,12071.354110886938
2144,9283.286686375122
2145,14436.815929794964
2146,4551.969727241407
2147,7540.452953100069
2148,9562.749416348224
2149,11784.495257747065
2150,9562.749416348224
2151,6557.668538464252
2152,10102.333756914226
2153,13886.151621856501
2154,17415.198174892354
2155,13005.465369373553
2156,15771.981714267577
2157,3153.580688124466
2158,17100.564409559393
2159,14650.092055670913
2160,20304.677629797137
2161,7651.9579734177705
2162,11961.117705351313
2163,13700.043229628352
2164,18540.922192109923
2165,9351.10173682564
2166,9270.54153997163
2167,10820.45228496687
2168,14288.213265646984
2169,8986.689725632663
2170,6539.443020701856
2171,8469.514837210114
2172,6915.520257971569
2173,14385.670752849468
2174,12395.38281797835
2175,3910.1672510260405
2176,16054.858711850819
2177,11151.134197362044
2178,12257.323072483541
2179,9455.02463869151
2180,18189.915378887028
2181,9511.839598438899
2182,11356.060094656947
2183,14115.36920171888
2184,16676.054378446013
2185,15545.663012187204
2186,11356.060094656947
2187,17050.146933702472
2188,5728.5683734057475
2189,7910.773833725183
2190,16219.185589932738
2191,8004.2572826325195
2192,5600.615218670773
2193,2137.648196557186
2194,14804.94462341978
2195,7466.19985871176
2196,18107.534873889374
2197,10946.142401336423
2198,12071.354110886938
2199,16564.400246119283
2200,17125.925933844326
2201,12553.75009381414
2202,9738.140925330643
2203,18107.534873889374
2204,11681.542834495838
2205,10431.007727094055
2206,17585.143352736002
2207,12089.780864084489
2208,8040.73126526509
2209,15733.170261474259
2210,12941.484450642527
2211,3411.676867183509
2212,17269.74752302411
2213,1158.5138638783123
2214,14102.923009083328
2215,22770.294631453744
2216,18376.267142514953
2217,7036.098356059246
2218,8776.788224037684
2219,4737.815266488539
2220,11155.904986807664
2221,16365.170045257344
2222,14845.185879695218
2223,7358.512576719128
2224,16399.250956435368
2225,13242.275385805999
2226,10902.814068470047
2227,8885.219719226761
2228,10889.110482598711
2229,7960.243765266556
2230,18155.31618663797
2231,19873.739283341318
2232,19048.41891950027
2233,11237.358051977535
2234,19855.20496966297
2235,11152.079241289095
2236,14796.884984060349
2237,16537.104646570384
2238,12253.542951820802
2239,19093.684165447652
2240,14839.335810546914
2241,15923.03097331314
2242,8078.053219236629
2243,7755.938933371017
2244,21621.35682076423
2245,13654.012819598658
2246,20469.934194150017
2247,16791.084277204376
2248,18900.73709342277
2249,11124.433566015116
2250,18750.57367974002
2251,7301.2921168182265
2252,9719.732672391276
2253,15444.523187651226
2254,18177.613450647328
2255,10351.771119252966
2256,15239.465604583656
2257,9534.806467438857
2258,17084.787452254626
2259,3985.152620139466
2260,9230.517651630085
2261,18113.51937252009
2262,16772.755179611115
2263,16096.10994132773
2264,14480.99241663913
2265,6480.48712892407
2266,15758.696910987488
2267,18688.016855042286
2268,3650.3890158074923
2269,3862.831530300286
2270,17353.520944729215
2271,18537.03482269136
2272,7914.270798665227
2273,8458.775029538481
2274,10247.001808168832
2275,18696.31239350928
2276,15534.693570041316
2277,16492.2009102821
2278,12825.01781727429
2279,10583.030080167733
2280,5471.726570469271
2281,9639.99057909
2282,10439.77485342845
2283,19234.701854664505
2284,18020.419666781032
2285,16130.226461251917
2286,13232.4451278068
2287,8647.032942915419
2288,8526.09667658832
2289,12094.273101525523
2290,8287.846335957238
2291,10665.895068506477
2292,9621.461350066527
2293,16914.17926703338
2294,10911.526006763941
2295,15725.646059999846
2296,15920.706282388142
2297,12002.817340521573
2298,16168.471167984371
2299,13202.426414433043
2300,15404.207771002895
2301,16168.471167984371
2302,6298.848049500213
2303,17327.798854578126
2304,16615.665915490426
2305,18194.91378750805
2306,18194.91378750805
2307,1665.247777555662
2308,14667.090218829673
2309,12467.59622149761
2310,7943.670698461204
2311,14970.04795000061
2312,2586.7179553811648
2313,1987.6572371949485
2314,8853.655581534598
2315,16558.37006563911
2316,2356.795296380853
2317,16639.247998498922
2318,20066.899216013328
2319,21716.34386701525
2320,8454.312790994554
2321,7157.724234126066
2322,16558.200856571053
2323,6389.244008077397
2324,15162.684615130176
2325,2360.919798665384
2326,8853.655581534598
2327,1492.026638798642
2328,17026.59491172216
2329,8322.460533674266
2330,8426.42044153145
2331,13188.992746118762
2332,13225.51903208131
2333,13071.822904657423
2334,6485.931066010077
2335,15081.635468304316
2336,17837.276875130152
2337,15920.193938512752
2338,8426.42044153145
2339,16576.56954979548
2340,7692.571230082982
2341,14454.580441002803
2342,10681.842528946341
2343,5945.527520360919
2344,17586.93470935896
2345,15016.221162368767
2346,12558.595098898317
2347,12392.996201665426
2348,5562.888547228645
2349,13249.972163347784
2350,18385.171150163103
2351,18272.583525337563
2352,16425.09941430789
2353,15643.65615092467
2354,12205.48062153208
2355,8636.491874088204
2356,17491.21164935091
2357,1552.4086477947624
2358,8040.955256964176
2359,18328.411907950118
2360,19234.71829787542
2361,10853.022923373004
2362,22518.347496199975
2363,10441.978962976336
2364,7542.022024839096
2365,12825.298477516697
2366,11729.579821993604
2367,16723.588446839945
2368,20194.769035502526
2369,14587.276185776078
2370,6806.543900420997
2371,1192.0705857869184
2372,2522.5028603851083
2373,18012.91436778126
2374,16425.09941430789
2375,10669.144281898347
2376,7349.340912692464
2377,13414.96098162484
2378,4070.069879468269
2379,16425.09941430789
2380,5976.360372925663
2381,16425.09941430789
2382,16816.472368998864
2383,9791.38676067004
2384,7787.400888390192
2385,17509.003143087462
2386,19411.980535750303
2387,21601.775370601114
2388,17309.013835646874
2389,18696.839824992454
2390,13911.84164592821
2391,5730.008669065368
2392,14620.499182031424
2393,7455.53422053239
2394,19896.46784564494
2395,7527.5009412776035
2396,20349.005009022803
2397,7176.342948787531
2398,12949.764414000438
2399,15153.471783305122
2400,6742.056085365818
2401,14448.377006935003
2402,9017.990856221666
2403,13802.455141451566
2404,8450.218917214519
2405,15177.670771589754
2406,16753.87796703957
2407,18510.767233456783
2408,3648.257583297954
2409,17036.849315857788
2410,18263.635135861332
2411,4023.947851163956
2412,6538.7769954500545
2413,6374.646911937918
2414,17205.51960564538
2415,15407.185723405823
2416,16574.495656935313
2417,14158.471744061077
2418,11207.770780622242
2419,13083.566893872712
2420,2591.594311496154
2421,8625.690874457545
2422,12385.537353436313
2423,5900.531941284274
2424,7063.991893532665
2425,16023.021576315416
2426,15404.249237231943
2427,16933.04570025691
2428,5379.136973245083
2429,13116.161757775135
2430,20045.6929855643
2431,12359.185376872492
2432,23330.86006341873
2433,10164.425011472826
2434,20994.747375126204
2435,11513.269929402482
2436,16512.30552747803
2437,16484.871416495585
2438,3529.869093134827
2439,14375.489963570122
2440,12896.784259588238
2441,5144.766539837231
2442,3412.7372488673072
2443,4381.060253966579
2444,18497.945530175763
2445,11012.98544904589
2446,15443.814997772066
2447,14218.510268140433
2448,9091.872227063352
2449,11843.18584292646
2450,6330.298268431764
2451,12225.17141508148
2452,12373.974163643199
2453,11861.624597021224
2454,16635.92642958196
2455,15835.203642283497
2456,5186.227843635073
2457,11115.958708889204
2458,7267.028266806727
2459,11043.457218842179
2460,9684.622914345327
2461,11797.166403374518
2462,16681.062482873276
2463,13281.657950628718
2464,8057.390826085858
2465,16372.99624063593
2466,15304.659755651883
2467,11803.11293491895
2468,14794.98114179914
2469,9456.020169494082
2470,13794.535934062107
2471,19002.294849462243
2472,18922.144654037536
2473,4099.90698035451
2474,8884.380805873736
2475,14250.127550514137
2476,17888.941032997856
2477,6173.783552716017
2478,17745.96421098017
2479,9588.001457628965
2480,14679.655176241135
2481,15004.705049864915
2482,8783.213209690746
2483,18816.199994912262
2484,17746.311146866454
2485,15813.630155987104
2486,11466.104336049295
2487,18059.440666424274
2488,8811.557145204457
2489,15741.455585222795
2490,18919.970559216927
2491,6362.887949079789
2492,15049.12830757396
2493,19096.07179140882
2494,17492.761141525043
2495,11704.0835030379
2496,3686.780550854576
2497,15274.820839842349
2498,15835.203642283497
2499,11482.866745385825
2500,7318.478517440552
2501,22620.98534803836
2502,17126.58580437811
2503,1766.992756647006
2504,1483.5948233240044
2505,12077.765389726152
2506,15831.92296739813
2507,7833.976599981565
2508,9364.231755654335
2509,14994.864203181616
2510,17230.696197925106
2511,10268.564858253829
2512,19224.001210436767
2513,11933.702869390827
2514,9258.68074650009
2515,2285.4437592590252
2516,19224.001210436767
2517,11086.032318884141
2518,10042.504133962644
2519,8130.275083882822
2520,14991.249684070352
2521,19192.92095087382
2522,15286.734740538006
2523,11386.291049209143
2524,8379.747455348295
2525,19135.376645436034
2526,10074.374432995175
2527,12395.38281797835
2528,16799.316938296433
2529,11979.255500172447
2530,14953.255211999194
2531,10177.414278971786
2532,11270.38348818918
2533,10995.819980384942
2534,22712.104625609678
2535,15242.9890304557
2536,19729.36694588037
2537,12710.21026863293
2538,13547.005645449552
2539,11355.50140557298
2540,9558.819775776014
2541,16854.57764670457
2542,13026.815791821033
2543,11196.646968360192
2544,15742.66873836365
2545,7339.228417772773
2546,4526.677388385584
2547,12842.387355610048
2548,7708.5202736206065
2549,16542.84607625649
2550,8853.368708316459
2551,12905.264828910966
2552,7749.401020165887
2553,13561.306980582798
2554,4213.215444557524
2555,13141.650778909378
2556,5256.686485979928
2557,12968.687088193481
2558,17633.653260856874
2559,17903.066816275677
2560,10203.930911845342
2561,18540.42828078328
2562,13340.012146609679
2563,5779.068797218837
2564,2836.98666039558
2565,13081.605343680907
2566,17258.01181810159
2567,13622.47800335936
2568,13216.708581850758
2569,6227.688757524247
2570,11431.17737265018
2571,10141.201046224436
2572,7132.24537179103
2573,17512.52374400148
2574,5245.100853918525
2575,9010.396716894338
2576,9550.7866558162
2577,14273.141945487912
2578,20305.907126311275
2579,12894.186285561238
2580,14854.240099112696
2581,3657.0328413645043
2582,18313.074803007436
2583,11843.18584292646
2584,16485.489988018548
2585,10328.95524685263
2586,7661.038717663587
2587,14552.787797017947
2588,9226.944709056035
2589,19300.261881501494
2590,3289.6144493359193
2591,3905.4453517192583
2592,7108.150797819587
2593,13038.72912345374
2594,6569.775185886438
2595,7357.372892744355
2596,16080.095616418948
2597,5453.870669198037
2598,17337.444244202026
2599,10824.435229498838
2600,12312.048180211457
2601,3518.179556338965
2602,13929.387922710686
2603,11518.927596661517
2604,2891.725899977478
2605,17508.243938355135
2606,12354.746267259192
2607,20564.12468734339
2608,2906.6391135849913
2609,19609.180984377843
2610,13040.621987592463
2611,9403.061240155006
2612,14788.459887705381
2613,1804.44118432944
2614,12794.339790187052
2615,9835.8374493163
2616,5873.296752574002
2617,18448.480213425235
2618,12425.083562864527
2619,13081.605343680907
2620,8419.591842600255
